nom_adjudicatari,nif,tipus_contractes,objecte,procediment,import_adjudicacio_net_sense_iva,import_adjudicacio_iva,nombre_contractes
"SCIENCE DREAMING, SOCIEDAD LIM",B66434861,Serveis,Conferències interactives Setmana Ciència 2021,Menor,1500.0,1815.0,1
SCIENCE FOR CHANGE SL,B67362392,Serveis,Projectes de recerca de Ciència Ciutadana Escoles,Menor A Genèrica,1400.0,1694.0,1
"SCOB ARQUITECTURA I PAISATGE,",B65991572,Serveis,C - Red Proj exec millora espai natural Tres Turon,Menor,7500.0,9075.0,1
SECRET.D'ENTIT.SANTS-HOSTAFRAN,G58186180,Serveis,Celebració de la Trobada General Acord Ciutadà,Menor,1410.2,1706.34,1
"SECRETARIA TECNICA DACT, SCHAE",U67874081,Serveis,Secretaria Tècnica Depart. acció climàtica,Obert,352703.2,426770.87,1
SEED MUSIC SCP,J66264136,Serveis,Despeses atencions protocol.àries Ciència,Menor A Genèrica,300.0,363.0,1
SEGESTOP SLU,B67100198,Obres,OBRES SEMÀFORS CRUÏLLA C/ PARE RODÉS-ALMANSA,Menor,14919.84,18053.01,1
SEGURA PROCURADORES SLP,B66028424,Serveis,Serveis de procuradoria i representació processal,Menor A Genèrica,64.85,78.47,1
SEGURIDAD PREVENTIVA CUATRO SL,B62738828,Serveis,Seguretat Festa Major Sant Andreu 2021,Menor,3671.75,4442.82,1
"SEGURINCO, S.L.",B36911881,Serveis,"CSS manteniments pavimentació, senyalitz. i altres",Obert,56857.14,68797.14,1
SEIDOR CONSULTING SL,B62076740,Serveis,Serveis Acompanyament EIT Urban Mobility,Menor,14800.0,17908.0,1
SEIS MAQUINARIA SLL,B64444763,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,950.0,1149.5,1
"SEñALIZACIONES JICA, S.A.",A59334680,Obres,OBRES EXECUCIÓ SENYALÍSTICA VIANANTS PARC MONTJUÏC,Menor,25940.97,31388.57,1
SENTIL 2000 SL,B31665375,Subministraments,Subministrament d'aliments i begudes per a l'SPEIS,Menor A Genèrica,4905.360000000001,5410.159999999999,25
SEQUOPRO S.L.,B86415601,Serveis,Manteniment i Reparació d'equips,Menor A Genèrica,1495.0,1808.95,2
"SERAM SERVICIOS GENERALES, SL",B66100389,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,11908.42,14409.18,10
SERIKAT CONSULTORIA E INFORMAT,A48476006,Serveis,Servei d'ocultació dades personals en documents,Menor,6611.5,7999.92,1
SERRALLERIA BELLUCH SL,B66322322,Obres,Subm. muntatge i reparació portes batent,Menor,2986.0,3613.06,1
"SERUNION, S.A.",A59376574,Serveis,Atencions Protocol·làries 2021,Menor A Genèrica,2142.0,2356.2,1
SERV. ASISTENCIA TÉCNICA ELBA,B63795306,Serveis,Manteniment repara. equips i altres béns sing.,Menor A Genèrica,63.0,76.23,1
SERV. EDUCATIUS CAVALL DE CART,B63618045,Serveis,Servei Bressol període de vacances d’hivern,Menor,14971.78,14971.78,1
SERV. INTEGRALS MANTENIMENT RU,A60744216,Obres,BG - Sub i instal jardineres i baranes IES Teresa,Menor,29454.0,35639.34,1
SERV.CATALANS SERVEICA S.A.,A62244116,Obres,Obres climatització i ACS vestidors Prefectura GUB,Menor,38317.5,46364.18,1
"SERVEIS  L'ESPECTACLE RULOT, S",B67068874,Serveis,Activitats Nadal Promoció Econòmica 2021,Menor,12000.0,14520.0,1
"SERVEIS DE SUPORT A LA GESTIO,",B62795372,Serveis,Assistència tècnica tasques gestió TRRMD,Menor,12288.55,14869.15,1
"SERVEIS DEL ESPECTACLE FOCUS,",A58116369,Serveis,CAMPANYA DE NADAL: IL·LUMINACIÓ EXTRA AL PATI,Menor,14998.96,18148.74,1
SERVEIS I COMPLEMENTS INFRAEST,B60432259,Serveis,Ajuts emergència campanya salut mental,Menor,4100.0,4961.0,1
SERVEIS INTEGRALS DE BENESTAR,B67010322,Serveis,Serveis d'allotjaments urgents,Menor A Genèrica,2993.39,3622.0,1
"SERVEIS INTEGRALS VICDAMA, SLU",B65875023,Obres,OBRES AMPLIACIÓ VESTIDORS CASERNA GUARDIA URBANA,Menor,39827.69,48191.5,1
SERVICIO DE PREVENCION AJENO E,B17623182,Serveis,AVALUACIÓ RISCOS 10 GALERIES,Menor,1890.0,2286.9,1
"SERVICIO ESTACION,S.A.",A08023780,Serveis,Organització i atencions protocol·làries,Menor A Genèrica,27.9,33.76,1
SERVICIOS AUDIOVISUALES AREA T,B63275747,Serveis,Despeses Menor Quantia 2021,Menor A Genèrica,144.05,174.3,1
SERVICIOS E INSTALACIONES ALDA,B61563169,Obres,CONJUNT ACTUACIONS 4 EQUIP PEL SEGUIMENT PRL,Menor,22017.98,26641.76,1
SERVICIOS GENERALES DE DECORAC,B58709379,Obres,OBRES REFORMA INTERIOR BIBLIOTECA LES ROQUETES,Menor,39970.9,48364.79,1
SERVICIOS MICROINFORMATICA SA,A25027145,Serveis,Mant. i reparació equips informàtics Àrea CECC,Menor A Genèrica,204.63,247.60000000000002,2
"SERVICIOS Y DESARROLLOS MARLA,",B66928490,Obres,Obres substitució equip de clima seu Dte. Gràcia,Obert simplificat,51557.74,62384.87,1
SERVICIOS Y LOGISTICA DE RESCA,B20793436,Subministraments,Submin. materail nàutica Grup Platges GUB,Menor,6309.08,7633.99,1
SERVICIOS Y PROD.ALIMENTACION,B65751463,Subministraments,Subministrament aigua embotellada,Menor,3156.0,3474.35,1
"SERVIELEVA, SL",B17538794,Serveis,Manteniment ascensors i elevadors en garantia,Menor A Genèrica,465.0,562.65,3
"SERVIPREIN,SCDAD.DE PREVENCION",B64171895,Serveis,Formació en violència ocupacional externa,Menor,14850.0,14850.0,1
SESPAC SISTEMES ESPORTIUS INTE,B63826655,Serveis,ASSESSORAMENT GESTIÓ D’INSTAL·LACIONS ESPORTIVES,Menor,14925.0,18059.25,1
SET-PRAT PAPER DISTRIBUCIONS S,A58707340,Subministraments,Compra de SOBRES,Basat en Acord Marc,5015.98,6069.340000000001,9
SETTING CONSULTORIA EN TECNOLO,B58520339,Serveis,Creació d'un model intel·ligència artificial,Menor,13420.2,16238.44,1
SEVEN HUNDRED LITTLE RECORDS S,B66275785,Serveis,Promoció cultural d'actes i esdeveniments,Menor A Genèrica,850.0,1028.5,1
SEVERIANO SERVICIO MOVIL SA,A27010651,Serveis,Custòdia documents administratius Arxius Districte,Obert simplificat,35841.12,43367.76,1
SGAE SOCIED.GRAL.AUTORES Y EDI,G28029643,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT DE TERRITORI,Menor A Genèrica,91.68,110.93,1
SGS INSPECCIONES REGLAMENTARIA,A84395078,Serveis,RED PROJECTE I DO PAVIMENTACIÓ VIA FAVÈNCIA 94-170,Menor,3100.0,3751.0,1
"SGS TECNOS, S.A.",A28345577,Serveis,ASSIST. TEC. 5 PROJ. MANTENIMENT VIA PUBLICA DTE.,Menor,14450.0,17484.5,1
SHIFTA SERVEIS FORMACIO I CONS,B67466854,Serveis,Creació peces audiovisuals espai Canòdrom i entorn,Menor,4820.42,5832.71,1
SIGMA SERVICIOS PROFESIONALES,B63747414,Serveis,Acompanyament Ass. Comerciant Coll Amunt!,Menor,14540.0,17593.4,1
SIGNAL ROAD SL,B64709165,Serveis,Actuació ordenació i senyalització viària 30,Menor,14994.7,18143.59,1
"SIGNUM NORDEST, S.L.",B25478934,Serveis,IMPLEMENTACIÓ SENYALITZACIÓ MOBILITAT,Menor,14931.4,18066.99,1
SINAMEDIC SL,B66156704,Subministraments,Adquisició bateries i carregadors autopulse SPEIS,Menor,10900.0,13189.0,1
SINERGIA EMPRESA 2010 SL,B67568501,Serveis,Supervisió i validació aplicacions prestació de se,Menor,14850.0,17968.5,1
SINERGIA ENERGIA DRET MEDI AMB,B67007237,Serveis,Elaboració inf. juridic comp. erradicació amiant.,Menor,14500.0,17545.0,1
"SINERGIQ, EVENTS & COMMS, S.L.",B64466527,Serveis,Organització actes i altres campanyes Participació,Menor A Genèrica,3000.0,3630.0,1
SINGULAR NET CONSULTING S.L,B66140757,Serveis,Actes puntuals i no recurrents CMAS21,Menor A Genèrica,750.0,907.5,1
SINGULAR WOD SPAIN SL,B86766938,Subministraments,Subministram.estructura entrenament PB Sant Andreu,Menor,8114.76,9818.86,1
SINGULARIS CATERING DE AUTOR S,B67043331,Serveis,Atencions Protocol·làries 2021,Menor A Genèrica,2400.0,2640.0,1
SINOPSI CONSULTORIA S.L,B63642326,Serveis,Elaboració PPT projectes mesura govern innovació,Menor,14300.0,17303.0,1
SINTAGMA CREACIONS EDITORIALS,B61506861,Serveis,redacció i edició continguts guies practiques,Menor,4720.0,5711.2,1
SIOL TECNOLOGIA SL,B63916340,Serveis,GRAVACIÓ SESSIONS PARTICIPACIÓ,Menor,2464.0,2981.44,1
"SIRIS ACADEMIC, S.L.",B65489478,Serveis,Conceptualització de la Ciutadella del Coneixement,Menor,14800.0,17908.0,1
SISEC SL,B63307995,Subministraments,Subm. equips i eines assistències i rescats SPEIS,Menor A Genèrica,247.27,299.2,1
SISTEMA D'EMERGENCIES MEDIQUES,A60252137,Serveis,Curs Hemorràgies per la GUB,Menor,2400.0,2400.0,1
"SISTEMAS ARQUIMART, SLU",B01472216,Subministraments,Subministrament de mampares i mobiliari CGG Carlit,Menor,5084.45,6152.18,1
SISTEMAS INTEGRA. REDES I TELE,B61588737,Subministraments,Subministrament Access Points APs Wifi Corporatiu,Menor,14343.3,17355.39,1
SISTEMES INFORMATICS A MIDA S.,B61879789,Serveis,Implementació a les bases de dades de B+S i E+S,Menor,9917.35,11999.99,1
"SIVICOM ENGINEERING, SL",B66854001,Serveis,Eina configuració central operacions,Obert,81520.0,98639.2,1
SL PGI 2000 CONSULTORIA I ENGI,B62310446,Serveis,Redacció projecte climatització CGG St Antoni,Menor,13949.0,16878.29,1
SL VERTEX EMPRESARIAL DE SERVE,B62286638,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,300.0,363.0,1
"SM, SISTEMAS MEDIOAMBIENTALES,",B61461810,Serveis,Formació sobre esdeveniments més sostenibles,Menor,2890.0,3362.5,1
SMART IBERICA DE IMPULSO EMPRE,F90065418,Serveis,Creació continguts campanya Fort Pienc et cuida,Menor,2000.0,2420.0,1
"SNAFU, S.L.",B67120857,Serveis,Realització d’activitats del DAU Escoles 2021,Menor,3050.0,3690.5,1
SNOOP BARCELONA SL,B65516098,Serveis,Despeses de menor quantia relacionades amb producc,Menor A Genèrica,1000.0,1210.0,1
SOCIETAT CATALANA D EDUCACIO A,G58037862,Serveis,Despeses menor quantia Mapa B+S,Menor A Genèrica,861.61,1042.55,1
"SOCIETAT CATALANA DE PETROLIS,",A58415779,Subministraments,Subministrament carburant calefacció CC L'Elèctric,Menor,2479.34,3000.0,1
SOCIETAT ORGANICA +10 SCCL,F66674805,Serveis,Adaptant escoles al Canvi Climàtic - Proj. UE,Menor,14200.0,17182.0,1
SOCOMEC IBERICA SA,A60107521,Serveis,"Inspecció i reparació dels SAI de GUB,SPEIS i GSiP",Menor,7015.38,8488.61,1
SODEPAU,G60843299,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,1526.4,1846.94,1
SOGESA INSTALACIONES INTEGRALE,A08181745,Subministraments,Subm muntatge 2 analitzadors elect Nou i Avinyo15,Menor,1733.14,2097.1,1
SOKO DIGITAL SL,B66901315,Serveis,Premis Repte Barcelona Dades Obertes 2021,Menor,3000.0,3630.0,1
SOLDEVILA SOLDEVILA SOLDEVILA,B64906811,Serveis,REDAC. PROJECTES REFORMES B. ROQUETES I SEU DISTRI,Menor,6000.0,7260.0,1
SOLER SEGURIDAD SERVICIO TECNI,B61305744,Serveis,Serv.Rep.Mat. i revisions i informes oficials GSP,Menor A Genèrica,3025.0,3660.25,3
SOLNHOFEN PIEDRA NATURAL SL,B58034240,Subministraments,DESPESES PROTOCOL·LÀRIES 2021,Menor A Genèrica,51.0,61.71,1
"SOLRED, S.A.",A79707345,Subministraments,Contracte Centralitzat de Carburants,Obert,1261518.6,1526437.5,1
SOLTEC PAVIMENTOS Y REVESTIMIE,B65842809,Obres,"Instal•lació paviment antilliscant C/Llacuna,25",Menor,38933.56,47109.61,1
SOLUCIONES TECNICAS FEDEZ CUCA,B99305484,Subministraments,Subm. armaris vestidors per al SPCPEIS,Obert simplificat abreujat,28994.0,35082.74,1
SOLUCIONS GEOGRAFIQUES SCCL,F66905183,Serveis,Servei actualització pàgina web de comerç,Menor,12400.0,15004.0,1
SOLUCIONS ORIENTADES AL MEDI,B63148084,Serveis,Captura porcs senglars Barris Muntanya DSSG,Menor,12267.5,14843.68,1
SOLUCIONS SOCIALS SOSTENIBLES,F67499186,Serveis,Serv. produc actes puntuals no recurrents C. Vella,Menor A Genèrica,1350.91,1634.6,1
"SOON IN TOKYO, S.L",B64961287,Serveis,Disseny identitat gràfica Barcelona Ciència,Menor,11300.0,13673.0,1
SORIGUÉ ACSA,A85110294,Obres,OBRES REPAVIMENTACIO ACCES MAGATZEM MUNCIPAL,Menor,39221.59,47458.12,1
"SORIGUÉ, S.A.",A25007832,Obres,"Obres c/Sors, entre Trav. Dalt i Mare Déu Salut",Menor,31272.47,37839.69,1
SORTKAT ESTUDIOS S.L.,B62731039,Serveis,Producció d'elements comunicatius audiovisuals,Obert simplificat abreujat,16000.0,19360.0,1
SPECIALISTERNE SL,B66075987,Serveis,Serveis d’arxiu intern,Menor,2800.0,3388.0,1
SPORA SINERGIES SCCL,F63912240,Serveis,Anàlisi situació de salut mental Zona Nord,Menor,14950.0,18089.5,1
SPORTAN,B65770547,Obres,OBRA REPARACIÓ PAVIMENT CEM ARISTIDES MAILLOL,Menor,37433.02,45293.95,1
"SRCL CONSENUR, S.L.",B86208824,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,128.89,141.78,1
STACKS CONSULTING E INGENIERIA,B59843920,Subministraments,Adqui. llicències aplicació Cita Prèvia Tresoreria,Menor,2600.0,3146.0,1
STANDING Y PROYECTOS SA,A64005242,Obres,V - Arranj vorera i millora access Av. Estatut 43,Menor,28827.82,34881.66,1
STERNALIA PRODUCTIONS SL,B65662801,Serveis,SERVEIS DE SUPORT A PROGRAMES,Menor A Genèrica,288.0,316.8,1
STORYDATA SL,B42771956,Serveis,Disseny documentació de l'OMD,Menor,14225.0,17212.25,1
STRADDLE3 CONSTRUCTORS SL,B62051826,Serveis,REDAC. PROJ. CONSTRUCCIÓ CAL.LESTÈNIA VIA FAVÈNCIA,Menor,8020.0,9704.2,1
STREETBALL BARCELONA SANTS,G65817967,Serveis,Entrena al Parc 2021,Menor,3564.0,3564.0,1
STUDIO ASSOCIATO SALERNI DAMIZ,04327521003,Serveis,Representació jurídica per a exercir l'acció civil,Menor,12480.0,15100.8,1
SUBMINISTRAMENTS HOTELERS CODI,B25294174,Subministraments,Subministrament vaixella i estris de cuina,Menor,12995.01,15723.96,1
"SUBMINISTRES INDUSTRIALS S.M.,",B61855789,Serveis,Lloguer mòdul vestidor PB Vallvidrera,Menor,918.0,1110.78,1
SUBTIL.COMINICACIO I ACCESIBIL,J64963390,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT DE TERRITORI,Menor A Genèrica,2440.0,2952.3999999999996,2
SULMAG 40 S.L.,B65708976,Serveis,Auditoria fotovoltaica ronda de dalt,Menor,800.0,968.0,1
"SUMEPLAST, SL",B62583976,Subministraments,Adquisició de material tècnic divers,Menor A Genèrica,1497.5,1811.98,1
SUMINISTROS ILAGA SL,B28063493,Subministraments,Material i utillatge per plans d'ocupació neteja,Menor,2812.26,3402.83,1
"SUNDIS, S.A.",A08652828,Serveis,Elements comunicatius de gran format,Obert,10000.0,12100.0,1
"SURIS, S.L.",B08988149,Subministraments,Subm. equips i eines assistències i rescats SPEIS,Menor A Genèrica,978.9,1184.47,1
SUSTEC OUTSOURCING SL,B65258816,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,719.26,748.03,1
SYNERGIA SICONS SL,B65323081,Obres,OBRES MILLORA ACCES A 4 EQUIPAMENTS MUNICIPALS DTE,Menor,34611.54,41879.96,1
TAAT NADONS SL,B65844987,Serveis,Activitats literàries TRACES Districte 2021,Menor,9495.0,11488.95,1
"TABER MANAGEMENT, S.L.",B66157546,Serveis,DO I CSS ADEQ I MILLORA 8 EQUIPAMENTS CORREGIR DEF,Menor,4950.0,5989.5,1
"TALHER, S.A.",A08602815,Obres,"OBRES DESBROSSAMENT BARRIS TB, CM I VALLBONA",Menor,31150.0,37691.5,1
TALLER 10 ARQUITECTURA I GESTI,B67102855,Serveis,REDAC. PROJ. OBRES MILLORA ACCESSIBILITAT EQUIPAME,Menor,4000.0,4840.0,1
TALLER ARQUITECTURA NINKASI 78,B67402917,Serveis,DIR OBRA I COORD DE SEG I SALUT PER EXP. 21001431,Menor,3240.0,3920.4,1
TALLER DE CULTURA S.L.,B62436738,Serveis,Activitats de la Fira de Santa Llúcia,Menor,13500.0,16335.0,1
"TALLER DE MANYERIA ANDREU, S.L",B62987334,Subministraments,Subm. de portes per  a pràctiques,Menor,9900.0,11979.0,1
"TALLER DE MUSICS MANAGEMENT,SL",B60714599,Privat d'Administració Pública,ACTUACIÓ MUSICAL GOLIARDS,Menor,1300.0,1573.0,1
TALLER D'ESTUDIS I SERVEIS D'E,B65169989,Serveis,Inventari equipaments públics i privats CV,Menor,12500.0,15125.0,1
TALLER D'HISTORIA DE GRACIA CE,G60573219,Serveis,Disseny vuit itineraris històrics del D.Gràcia,Menor,12000.0,12000.0,1
"TALLERES ESCUREDO, SL",B58855651,Subministraments,Subministrament taulell seu i altres elem. metàl.,Menor,4168.0,5043.28,1
"TALLERES PALAUTORDERA, S.A.",A08869042,Subministraments,SUBMINIST. PORTERIES FUTBOL/HANDBOL DTE.NOU BARRIS,Menor,8630.25,10442.6,1
"TALLERES RUESCA, SCP",J62447487,Obres,INSTAL.LACIO BARANA C.C. VAZQUEZ MONTALBAN,Menor,22224.24,26891.33,1
TANAKA TEATRE SCP,J65139974,Serveis,Organització d'actes tardor-hivern,Menor A Genèrica,944.0,1142.24,1
TANDEM SOCIAL SCCL,F65570400,Serveis,"Consultoria estratègica, disseny EQUICOM",Basat en Acord Marc,7025.25,8500.55,1
TANDEMTECNIC SL,B63093637,Serveis,Identificació i aval de materials de 7 ed municipa,Menor,14845.0,17962.45,1
TARGET TECNOLOGIA SA,A81505752,Subministraments,Subm. barreres anti envestida SECUR CITIES,Obert simplificat,81312.0,98387.52,1
"TARPUNA, SCCL",F65735714,Serveis,Gestió i dinamit. horts urbans Mercat Vall Hebrón,Obert,107232.84,129751.74,1
TAS IMAgen y COMUNICACION SL,B60474251,Subministraments,Elaboració i instal·lació d'un rètol d'obres,Menor,2389.5,2891.3,1
"TASCA SERVEIS D ANIMACIO,S.L.",B59533190,Serveis,Consergeria sala estudi Biblioteca Ramon d’Alòs,Menor,2960.36,3582.04,1
TATA INTI S.C.C.L,F67303156,Serveis,ACTIVITATS FAMILIARS DIVENDRES D'AGOST A VALLBONA,Menor,1400.0,1400.0,1
TAULA ENTITATS TERCER SECTOR S,G63371421,Serveis,Col·laboració Jurat Premi Montserrat Roig 2020,Menor A Genèrica,500.0,605.0,1
TEAMS MOTOR SA,A08385395,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,1015.8599999999999,1229.2,7
TEATRERYA TEXTILES ESCENOGRÁFI,B64020431,Subministraments,Subm.material tensar ciclorama auditori St.Martí,Menor,389.0,470.69,1
TEB BARCELONA SCCL,F62635859,Serveis,ACTIVITATS PUNTUALS ÀMBIT PERSONES DISCAPACITAT,Menor A Genèrica,87.6,106.0,1
"TEBEX, S.A.",A58066705,Serveis,Serveis mèdics seguiment baixes i informes valorac,Obert,169800.0,205458.0,1
TEB-VERD SCCL,F63880678,Serveis,desbrossada part posterior cases del carrer Pont,Menor,960.0,1161.6,1
TEC-CUATRO S.A.,A58709130,Serveis,Estudi càrregues a la coberta del Triangle Ferrovi,Menor,6300.0,7623.0,1
"TECHFORCE, SL",B62821152,Serveis,Assessorament i suport estratègic MDI,Menor,14300.0,17303.0,1
TECHFRIENDLY SL,B95886206,Serveis,Pla Estratègic Ateneus de Fabricació Digital,Menor,10500.0,12705.0,1
TECHNICAL DRYSUIT ARTIC,B65861858,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,619.82,749.98,1
"TECLAT, S.L.U.",B58167909,Serveis,DESPESES PER ACTES PUNTUALS,Menor A Genèrica,2970.59,3594.41,1
"TECNIC METAL·LISTES 1, SL",B63552988,Subministraments, Subministrament i col·locació porta EGG Carlit,Menor,3565.0,4313.65,1
"TECNICA Y PROYECTOS, S.A.",A28171288,Serveis,REDAC. AUDITORIA ADEQ. INTERIOR ESGLESIA H. MENTAL,Menor,3500.0,4235.0,1
TÉCNICAS CIENTÍFICAS  PARA LAB,A59030411,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,3309.99,4005.0999999999995,8
TECNICAS DEL GRABADO SA,A28995736,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,120.75,146.11,1
TÉCNICAS E INGENIERIA DE PROTE,A78847092,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,844.2,1021.48,1
"TECNICAS EN MARCAJE, S.L.",B08882813,Serveis,Serveis de manteniment d'equips i altres bens,Menor A Genèrica,371.0,448.91,1
TECNICAS PARA LA INICIATIVA SL,B58765975,Serveis,ACTIVITATS DE TARDOR,Menor,14990.0,18137.9,1
TÉCNICAS REHAB. Y CONSTR. SL,B59075994,Obres,Adequació i millora de equipaments per corregir RL,Negociat sense publicitat,99551.64,120457.48,1
TECNICS CATALANS ASSOCIATS SER,B64850456,Obres,Rehabilitació patis int treballs verticals Avinyó7,Menor,24998.53,30248.22,1
TECNIFRED SA,A58321787,Obres,Inst. 2 cortines aire accés Avinyó 15 i bibl SEDAC,Menor,4911.94,5943.45,1
TECNILAB ELECTROMEDICINA SL,B43749316,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,1670.0,2020.7,3
"TECNIVALL EUROPA, SL",B60688942,Obres,SUBST.TANCAMENT SOLAR PALOMAR I E.REQUESENS,Menor,23341.0,28242.61,1
TECNO RADIO COMUNICACIONES SL,B65057507,Subministraments,Adquisició de material fungible,Menor A Genèrica,2848.8,3447.05,1
TECNOLOGIA EN SUS MANOS SL,B61397055,Serveis,llicència d'us i serveis del softw. galeries 22@,Negociat sense publicitat,9678.6,11711.11,1
TECOSA,A28166007,Serveis,Supervisió escàners i detectors paquets de GSiP,Menor,2304.0,2787.84,1
"TECSAL, S.A.",A58083080,Serveis,Manteniment de jardineria interior,Menor,3469.19,4197.72,2
TECUM CONSULTORIA PROG.DES. SL,B62522164,Serveis,Suport tramitació-gestió d’expedients contractació,Menor,7056.0,8537.76,1
TEISER MATENIMENTS SL,B65887184,Obres,H - Renaturalització C.F. Font del Gos,Menor,38499.0,46583.79,1
TEKNO SERVICE SL,B41485228,Subministraments,Equipam informàtic i comunicac casals i form tec,Obert simplificat abreujat,27698.0,33514.58,1
TELEDUCA EDUCACIO I COMUNICACI,J62241583,Serveis,Despeses menors actes puntuals no recurrents SPIT,Menor A Genèrica,950.0,1149.5,1
TELEFLEX MEDICAL SA,A03142114,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,2910.0,3317.3999999999996,3
"TELEFONICA DE ESPAÑA, S.A.U.",A82018474,Serveis,Contractació basada 2000216 telecomunic lot 5,Basat en Acord Marc,835380.17,1010810.0,1
TELEFONICA SOLUC.INFORM.COMUNI,A78053147,Serveis,Evolució CISCO UCCE Serveis Socials,Menor,12510.0,15137.1,1
"TELE-TEST ANALYTIKA,SA",A58023326,Serveis,MANTENIMENT I REPARACIÓ EQUIPS QUALITAT AMIBIENTAL,Menor A Genèrica,403.22,487.9,1
TEMA EVENTS SL,B64952286,Serveis,DISSENY I CONSTRUCCIÓ STAND FIRA FRAKFURT 2021,Menor,14520.0,17569.2,1
TEMO 2 SL,B58125873,Subministraments,Compra material d'oficina no homologat GR,Menor A Genèrica,2023.2499999999995,2448.0999999999995,16
TEMPESTA MEDIA,B67376855,Serveis,Agenda 2030 de Barcelona online i amb dades oberte,Menor,8000.0,9680.0,1
"TEN PRODUCTIONS, SL",B58625500,Serveis,Promoció cultural d'actes i esdeveniments,Menor A Genèrica,500.0,605.0,1
TERRANOVA & LABRADOR SLU,B65922338,Privat d'Administració Pública,"COEDICIO LLIBRE ANTIFEMINA, EDIC. TERRANOVA",Negociat sense publicitat,15050.0,16638.0,1
